account_id,customer_id,open_date,credit_limit,apr,utilization,current_balance,status
14958,14958,2018-01-08,4973.35,0.2279,0.3768,1874.17,ACTIVE
14959,14959,2024-11-02,2995.03,0.2484,0.3765,1127.67,ACTIVE
14960,14960,2021-09-19,5651.3,0.233,0.3572,2018.85,ACTIVE
14961,14961,2015-06-23,5068.52,0.2244,0.4059,2057.42,ACTIVE
14962,14962,2023-04-12,5898.54,0.208,0.244,1439.31,ACTIVE
14963,14963,2015-08-22,3845.22,0.2469,0.3643,1400.88,ACTIVE
14964,14964,2019-11-29,6812.09,0.2039,0.399,2717.7,ACTIVE
14965,14965,2018-05-08,3369.71,0.2639,0.4556,1535.33,ACTIVE
14966,14966,2018-04-08,3505.46,0.2794,0.4955,1736.79,ACTIVE
14967,14967,2019-12-29,7190.41,0.2012,0.2386,1715.57,ACTIVE
14968,14968,2019-11-29,3285.45,0.233,0.528,1734.63,ACTIVE
14969,14969,2019-06-02,9016.65,0.1882,0.3086,2782.47,ACTIVE
14970,14970,2018-09-05,6034.67,0.2154,0.2406,1451.88,ACTIVE
14971,14971,2017-10-10,7923.93,0.2353,0.3558,2819.59,ACTIVE
14972,14972,2020-09-24,11068.87,0.1689,0.144,1594.34,ACTIVE
14973,14973,2020-09-24,5586.53,0.1875,0.3087,1724.55,ACTIVE
14974,14974,2017-05-13,7886.72,0.1579,0.2521,1988.09,ACTIVE
14975,14975,2017-08-11,10163.1,0.1794,0.1926,1957.85,ACTIVE
14976,14976,2018-09-05,3068.17,0.2738,0.4676,1434.73,ACTIVE
14977,14977,2020-06-26,4470.89,0.2414,0.4074,1821.54,ACTIVE
14978,14978,2019-06-02,3972.6,0.2303,0.4425,1757.78,ACTIVE
14979,14979,2019-06-02,5826.23,0.1974,0.4415,2572.22,ACTIVE
14980,14980,2020-09-24,9116.65,0.1904,0.3823,3485.08,ACTIVE
14981,14981,2023-04-12,5630.92,0.2806,0.3778,2127.33,ACTIVE
14982,14982,2019-09-30,5360.76,0.2401,0.4518,2421.87,ACTIVE
14983,14983,2020-08-25,5316.81,0.2287,0.2496,1327.27,ACTIVE
14984,14984,2024-07-05,5748.0,0.2288,0.461,2649.79,ACTIVE
14985,14985,2015-08-22,5219.18,0.2112,0.3595,1876.12,ACTIVE
14986,14986,2018-06-07,9877.79,0.1893,0.2198,2171.34,ACTIVE
14987,14987,2023-12-08,3494.03,0.2329,0.3632,1269.21,ACTIVE
14988,14988,2023-01-12,3968.0,0.2274,0.3596,1426.94,ACTIVE
14989,14989,2019-06-02,2513.49,0.2604,0.4639,1165.94,ACTIVE
14990,14990,2016-07-17,5597.11,0.189,0.3742,2094.34,ACTIVE
14991,14991,2020-03-28,7331.56,0.2177,0.2363,1732.09,ACTIVE
14992,14992,2017-01-13,3881.22,0.2313,0.4312,1673.74,ACTIVE
14993,14993,2023-10-09,5495.73,0.2235,0.3004,1650.78,ACTIVE
14994,14994,2019-10-30,9209.42,0.2072,0.3487,3211.25,ACTIVE
14995,14995,2016-11-14,4872.81,0.217,0.6144,2994.01,ACTIVE
14996,14996,2016-09-15,9663.36,0.2032,0.4837,4673.87,ACTIVE
14997,14997,2022-09-14,9479.64,0.2096,0.3229,3060.69,ACTIVE
14998,14998,2018-06-07,5818.14,0.2225,0.1237,719.99,ACTIVE
14999,14999,2024-09-03,3958.16,0.2268,0.2979,1179.1,ACTIVE
15000,15000,2023-09-09,3749.4,0.2941,0.4891,1833.95,ACTIVE
15001,15001,2016-02-18,4225.07,0.2414,0.4501,1901.55,ACTIVE
15002,15002,2017-10-10,3358.47,0.2248,0.3713,1247.13,ACTIVE
15003,15003,2023-01-12,5140.46,0.1871,0.0115,59.17,ACTIVE
15004,15004,2015-03-25,4272.32,0.2391,0.3726,1591.83,ACTIVE
15005,15005,2015-03-25,7883.27,0.2267,0.28,2207.22,ACTIVE
15006,15006,2024-09-03,7176.83,0.1921,0.2541,1823.53,ACTIVE
15007,15007,2024-10-03,2414.68,0.235,0.5058,1221.25,ACTIVE
15008,15008,2022-08-15,6082.74,0.1978,0.5344,3250.76,ACTIVE
15009,15009,2017-03-14,6883.98,0.1786,0.2792,1921.82,ACTIVE
15010,15010,2019-03-04,3523.05,0.2039,0.3601,1268.74,ACTIVE
15011,15011,2019-12-29,4465.02,0.2049,0.2711,1210.6,ACTIVE
15012,15012,2020-12-23,5146.03,0.2205,0.415,2135.47,ACTIVE
15013,15013,2020-04-27,10754.17,0.1495,0.0946,1017.12,ACTIVE
15014,15014,2018-10-05,4307.0,0.2226,0.2335,1005.69,ACTIVE
15015,15015,2024-06-05,8959.12,0.2048,0.4138,3706.86,ACTIVE
15016,15016,2019-04-03,4125.89,0.2442,0.4654,1920.31,ACTIVE
15017,15017,2022-11-13,3592.59,0.2585,0.4598,1652.05,ACTIVE
15018,15018,2017-04-13,2968.94,0.2693,0.3893,1155.94,ACTIVE
15019,15019,2023-02-11,4577.99,0.2539,0.4369,2000.23,ACTIVE
15020,15020,2024-05-06,5041.96,0.2877,0.3076,1550.99,ACTIVE
15021,15021,2020-09-24,3246.2,0.2379,0.3723,1208.59,ACTIVE
15022,15022,2020-09-24,7446.37,0.2307,0.2787,2075.18,ACTIVE
15023,15023,2019-11-29,6407.29,0.1724,0.3566,2284.6,ACTIVE
15024,15024,2016-07-17,5185.85,0.2008,0.3159,1638.42,ACTIVE
15025,15025,2018-03-09,3042.14,0.231,0.351,1067.74,ACTIVE
15026,15026,2021-06-21,4548.64,0.2125,0.3332,1515.42,ACTIVE
15027,15027,2017-11-09,9678.62,0.1955,0.2406,2328.34,ACTIVE
15028,15028,2020-01-28,3400.78,0.1975,0.3698,1257.46,ACTIVE
15029,15029,2022-11-13,3400.74,0.3101,0.3697,1257.11,ACTIVE
15030,15030,2024-11-02,7171.62,0.1937,0.2946,2112.72,ACTIVE
15031,15031,2025-01-01,3336.65,0.2608,0.393,1311.26,ACTIVE
15032,15032,2022-11-13,5132.42,0.2306,0.3557,1825.81,ACTIVE
15033,15033,2016-12-14,5691.11,0.2144,0.4641,2641.07,ACTIVE
15034,15034,2020-06-26,6829.58,0.264,0.5189,3543.98,ACTIVE
15035,15035,2020-07-26,6864.63,0.2022,0.4005,2749.18,ACTIVE
15036,15036,2021-02-21,4544.44,0.2316,0.055,249.72,ACTIVE
15037,15037,2022-07-16,5437.34,0.1839,0.317,1723.39,ACTIVE
15038,15038,2018-01-08,6126.29,0.1985,0.3441,2108.05,ACTIVE
15039,15039,2024-12-02,6242.28,0.2346,0.3297,2058.24,ACTIVE
15040,15040,2019-01-03,7578.61,0.2249,0.3309,2507.43,CLOSED
15041,15041,2015-10-21,1984.56,0.2583,0.5219,1035.8,ACTIVE
15042,15042,2016-05-18,4145.24,0.2125,0.331,1371.91,ACTIVE
15043,15043,2021-05-22,3660.34,0.2783,0.483,1768.0,ACTIVE
15044,15044,2016-08-16,4116.49,0.2129,0.3071,1263.99,ACTIVE
15045,15045,2022-09-14,7627.71,0.1805,0.4026,3070.64,ACTIVE
15046,15046,2022-09-14,3175.87,0.2405,0.4063,1290.2,ACTIVE
15047,15047,2021-08-20,7479.16,0.2411,0.2775,2075.32,ACTIVE
15048,15048,2024-11-02,2174.19,0.2778,0.5887,1280.0,ACTIVE
15049,15049,2022-06-16,4863.23,0.2271,0.5035,2448.66,ACTIVE
15050,15050,2016-08-16,5995.65,0.2248,0.3539,2122.02,ACTIVE
15051,15051,2017-07-12,3571.07,0.2586,0.3727,1330.89,ACTIVE
15052,15052,2021-10-19,6069.15,0.2427,0.4586,2783.03,ACTIVE
15053,15053,2021-12-18,3608.44,0.3067,0.6621,2389.06,ACTIVE
15054,15054,2021-08-20,8522.64,0.2288,0.383,3264.39,ACTIVE
15055,15055,2023-11-08,7003.47,0.1835,0.3054,2138.96,ACTIVE
15056,15056,2023-06-11,5896.46,0.2319,0.3776,2226.23,ACTIVE
15057,15057,2015-03-25,5633.66,0.2247,0.2583,1455.15,ACTIVE
15058,15058,2018-03-09,3900.36,0.2424,0.513,2000.98,ACTIVE
15059,15059,2018-05-08,6563.19,0.2032,0.348,2283.96,ACTIVE
15060,15060,2022-04-17,5202.4,0.2169,0.1323,688.2,ACTIVE
15061,15061,2016-08-16,3646.97,0.2396,0.3136,1143.67,ACTIVE
15062,15062,2023-04-12,11459.58,0.155,0.204,2337.99,ACTIVE
15063,15063,2015-06-23,5823.94,0.2101,0.4351,2534.14,ACTIVE
15064,15064,2020-01-28,5487.19,0.265,0.4064,2229.93,ACTIVE
15065,15065,2021-10-19,6522.26,0.1904,0.3659,2386.69,ACTIVE
15066,15066,2017-08-11,4071.11,0.2888,0.4382,1784.05,ACTIVE
15067,15067,2020-11-23,5324.35,0.244,0.3766,2005.39,ACTIVE
15068,15068,2022-05-17,4183.8,0.2443,0.3086,1290.95,ACTIVE
15069,15069,2018-04-08,2776.79,0.27,0.3503,972.62,ACTIVE
15070,15070,2017-12-09,3703.58,0.2585,0.4464,1653.32,ACTIVE
15071,15071,2019-02-02,5268.96,0.2241,0.5783,3046.82,ACTIVE
15072,15072,2020-06-26,5140.02,0.237,0.3132,1610.07,ACTIVE
15073,15073,2021-10-19,9817.96,0.2315,0.3576,3511.35,ACTIVE
15074,15074,2021-01-22,3919.5,0.1959,0.3626,1421.29,CLOSED
15075,15075,2016-06-17,4704.51,0.2216,0.2998,1410.24,ACTIVE
15076,15076,2021-06-21,5923.93,0.236,0.3389,2007.34,ACTIVE
15077,15077,2015-06-23,2998.96,0.2666,0.6398,1918.59,ACTIVE
15078,15078,2023-08-10,5167.4,0.2358,0.2208,1141.08,ACTIVE
15079,15079,2023-06-11,4246.12,0.1806,0.0268,113.92,ACTIVE
15080,15080,2021-10-19,3808.99,0.2354,0.3669,1397.36,ACTIVE
15081,15081,2025-01-01,5030.51,0.2445,0.4173,2099.35,ACTIVE
15082,15082,2016-05-18,4433.16,0.2117,0.3674,1628.8,ACTIVE
15083,15083,2021-09-19,3915.79,0.256,0.3518,1377.76,ACTIVE
15084,15084,2024-01-07,4083.72,0.2204,0.4911,2005.71,ACTIVE
15085,15085,2018-12-04,4733.37,0.2103,0.5353,2533.99,ACTIVE
15086,15086,2015-08-22,3913.02,0.2513,0.3988,1560.34,ACTIVE
15087,15087,2015-03-25,8874.12,0.2504,0.389,3452.02,ACTIVE
15088,15088,2024-01-07,6494.59,0.2219,0.2784,1808.2,ACTIVE
15089,15089,2017-03-14,4174.68,0.1903,0.4277,1785.47,ACTIVE
15090,15090,2021-06-21,4406.87,0.2464,0.5209,2295.56,ACTIVE
15091,15091,2016-10-15,3290.19,0.2194,0.3633,1195.41,ACTIVE
15092,15092,2019-02-02,2701.87,0.2686,0.295,797.14,CLOSED
15093,15093,2017-11-09,8557.75,0.2117,0.3778,3232.81,ACTIVE
15094,15094,2016-10-15,3863.41,0.2072,0.3898,1505.99,ACTIVE
15095,15095,2016-03-19,6536.51,0.2462,0.5264,3440.93,ACTIVE
15096,15096,2023-08-10,7166.31,0.2404,0.3773,2704.18,ACTIVE
15097,15097,2017-12-09,6011.43,0.2024,0.4385,2635.82,ACTIVE
15098,15098,2023-09-09,5223.21,0.1948,0.4459,2328.79,ACTIVE
15099,15099,2015-09-21,2281.05,0.2798,0.3267,745.23,ACTIVE
15100,15100,2018-11-04,9909.57,0.1788,0.3846,3811.38,ACTIVE
15101,15101,2023-02-11,11337.43,0.1719,0.2574,2917.7,ACTIVE
15102,15102,2022-02-16,3764.48,0.2564,0.4428,1666.75,ACTIVE
15103,15103,2016-03-19,4143.88,0.189,0.2845,1178.81,ACTIVE
15104,15104,2018-09-05,3087.67,0.2466,0.5351,1652.07,ACTIVE
15105,15105,2022-10-14,4270.41,0.2371,0.3444,1470.6,ACTIVE
15106,15106,2016-12-14,2883.92,0.2765,0.4291,1237.44,ACTIVE
15107,15107,2017-12-09,5040.72,0.2203,0.3758,1894.33,ACTIVE
15108,15108,2024-04-06,7858.17,0.2223,0.4471,3513.24,ACTIVE
15109,15109,2022-04-17,5357.87,0.2524,0.3531,1892.07,ACTIVE
15110,15110,2016-09-15,4502.37,0.2798,0.4949,2228.38,CLOSED
15111,15111,2021-07-21,5552.79,0.2432,0.4022,2233.43,ACTIVE
15112,15112,2024-09-03,4159.27,0.2522,0.109,453.32,ACTIVE
15113,15113,2019-02-02,3678.5,0.2588,0.4272,1571.5,ACTIVE
15114,15114,2016-03-19,11004.99,0.1937,0.4447,4893.81,ACTIVE
15115,15115,2019-08-01,4563.67,0.223,0.258,1177.21,ACTIVE
15116,15116,2015-05-24,6912.63,0.2309,0.4945,3418.4,CLOSED
15117,15117,2023-12-08,2991.5,0.2486,0.5059,1513.53,ACTIVE
15118,15118,2018-06-07,5353.07,0.2512,0.2798,1497.58,ACTIVE
15119,15119,2018-09-05,4446.06,0.286,0.5062,2250.54,ACTIVE
15120,15120,2015-04-24,6268.41,0.1727,0.1838,1152.41,ACTIVE
15121,15121,2019-11-29,7301.9,0.2323,0.2953,2156.56,ACTIVE
15122,15122,2016-12-14,3254.62,0.2749,0.3547,1154.44,ACTIVE
15123,15123,2023-08-10,4786.87,0.2634,0.5556,2659.38,ACTIVE
15124,15124,2024-08-04,6566.6,0.1741,0.4491,2949.07,ACTIVE
15125,15125,2018-01-08,6385.76,0.2431,0.2348,1499.65,ACTIVE
15126,15126,2025-01-01,7053.6,0.256,0.5025,3544.69,ACTIVE
15127,15127,2016-06-17,6145.16,0.2013,0.3291,2022.36,ACTIVE
15128,15128,2024-11-02,10005.61,0.1968,0.3894,3896.11,ACTIVE
15129,15129,2018-04-08,3120.87,0.2292,0.2008,626.76,ACTIVE
15130,15130,2020-07-26,2986.46,0.2592,0.4585,1369.26,ACTIVE
15131,15131,2018-09-05,2531.21,0.2537,0.3652,924.38,ACTIVE
15132,15132,2018-12-04,9133.8,0.196,0.2979,2720.79,ACTIVE
15133,15133,2020-08-25,4755.18,0.2462,0.3667,1743.53,ACTIVE
15134,15134,2020-04-27,8527.92,0.2187,0.332,2831.61,ACTIVE
15135,15135,2020-01-28,5181.49,0.221,0.44,2279.76,ACTIVE
15136,15136,2018-05-08,4661.68,0.2349,0.6757,3150.04,ACTIVE
15137,15137,2018-01-08,5811.12,0.2383,0.331,1923.52,ACTIVE
15138,15138,2020-08-25,5291.05,0.2187,0.3451,1825.79,ACTIVE
15139,15139,2021-07-21,4271.78,0.206,0.1753,748.81,ACTIVE
15140,15140,2024-08-04,6344.65,0.2128,0.2156,1368.22,ACTIVE
15141,15141,2017-05-13,11483.71,0.1733,0.1179,1353.83,ACTIVE
15142,15142,2022-10-14,4307.88,0.2215,0.2145,924.11,ACTIVE
15143,15143,2020-09-24,5665.54,0.2481,0.3906,2213.22,ACTIVE
15144,15144,2015-03-25,6539.39,0.2099,0.3753,2454.28,ACTIVE
15145,15145,2017-04-13,4159.89,0.2052,0.1741,724.08,ACTIVE
15146,15146,2021-08-20,2128.46,0.2836,0.5131,1092.16,ACTIVE
15147,15147,2020-05-27,4213.29,0.2362,0.424,1786.64,ACTIVE
15148,15148,2021-11-18,6716.81,0.2077,0.2048,1375.61,ACTIVE
15149,15149,2018-11-04,5163.34,0.2446,0.2272,1173.25,ACTIVE
15150,15150,2023-07-11,4149.8,0.2216,0.5189,2153.3,ACTIVE
15151,15151,2015-08-22,3629.41,0.2671,0.2191,795.09,ACTIVE
15152,15152,2015-04-24,7335.82,0.1845,0.1777,1303.71,ACTIVE
15153,15153,2022-02-16,5520.15,0.2012,0.2692,1485.78,ACTIVE
15154,15154,2022-10-14,5284.03,0.228,0.578,3054.05,ACTIVE
15155,15155,2019-09-30,3384.22,0.2353,0.4307,1457.63,ACTIVE
15156,15156,2018-09-05,6999.42,0.1904,0.1131,791.51,ACTIVE
15157,15157,2018-09-05,3682.71,0.2246,0.2762,1017.07,ACTIVE
15158,15158,2024-08-04,3333.08,0.2453,0.3577,1192.3,ACTIVE
15159,15159,2018-01-08,4667.68,0.226,0.3079,1437.36,ACTIVE
15160,15160,2024-06-05,7797.55,0.1931,0.2504,1952.64,ACTIVE
15161,15161,2021-08-20,7102.67,0.2732,0.4181,2969.81,ACTIVE
15162,15162,2017-12-09,9725.89,0.2226,0.159,1546.24,ACTIVE
15163,15163,2016-04-18,6668.22,0.2071,0.186,1240.47,ACTIVE
15164,15164,2018-10-05,4397.73,0.2629,0.4516,1986.03,ACTIVE
15165,15165,2023-06-11,5295.47,0.2689,0.3492,1848.96,ACTIVE
15166,15166,2018-05-08,5045.31,0.2478,0.5329,2688.64,ACTIVE
15167,15167,2024-09-03,2580.23,0.2658,0.4884,1260.17,ACTIVE
15168,15168,2022-10-14,5392.95,0.1832,0.3405,1836.4,ACTIVE
15169,15169,2023-11-08,10585.41,0.1938,0.5129,5429.04,ACTIVE
15170,15170,2015-04-24,2743.0,0.2214,0.2232,612.37,ACTIVE
15171,15171,2021-05-22,5069.38,0.1648,0.2204,1117.19,ACTIVE
15172,15172,2019-07-02,4302.36,0.2071,0.1909,821.47,ACTIVE
15173,15173,2017-04-13,5856.41,0.2057,0.3633,2127.6,ACTIVE
15174,15174,2015-06-23,5872.0,0.2092,0.4184,2457.07,ACTIVE
15175,15175,2015-03-25,5037.52,0.2479,0.4874,2455.18,ACTIVE
15176,15176,2023-06-11,4877.7,0.2393,0.3739,1823.96,ACTIVE
15177,15177,2021-02-21,6398.2,0.2778,0.3124,1998.76,ACTIVE
15178,15178,2021-01-22,3298.24,0.2336,0.4744,1564.6,ACTIVE
15179,15179,2017-03-14,5442.72,0.2079,0.5047,2747.21,ACTIVE
15180,15180,2021-09-19,4885.89,0.2306,0.3596,1756.99,ACTIVE
15181,15181,2022-10-14,6611.94,0.1897,0.3861,2552.84,ACTIVE
15182,15182,2017-08-11,4319.27,0.2438,0.3968,1714.01,ACTIVE
15183,15183,2020-02-27,8808.32,0.2155,0.3961,3488.8,ACTIVE
15184,15184,2017-09-10,5773.16,0.2015,0.3111,1795.85,ACTIVE
15185,15185,2021-04-22,5329.21,0.2158,0.3282,1748.9,ACTIVE
15186,15186,2020-03-28,3239.7,0.2411,0.52,1684.52,ACTIVE
15187,15187,2024-12-02,10137.74,0.2207,0.2743,2780.48,ACTIVE
15188,15188,2024-12-02,2862.75,0.2948,0.3354,960.27,ACTIVE
15189,15189,2025-01-01,5580.86,0.2412,0.4695,2620.2,ACTIVE
15190,15190,2023-04-12,6283.47,0.182,0.2516,1581.2,ACTIVE
15191,15191,2021-08-20,3931.25,0.2771,0.4401,1730.2,ACTIVE
15192,15192,2024-07-05,4587.99,0.2809,0.5281,2422.87,ACTIVE
15193,15193,2023-06-11,2627.26,0.2251,0.3926,1031.39,ACTIVE
15194,15194,2016-09-15,5118.44,0.2688,0.4473,2289.66,ACTIVE
15195,15195,2016-08-16,3393.6,0.2361,0.2659,902.45,ACTIVE
15196,15196,2022-03-18,4646.33,0.2014,0.3663,1701.87,ACTIVE
15197,15197,2015-09-21,5141.72,0.2104,0.2928,1505.65,ACTIVE
15198,15198,2023-11-08,7518.19,0.1661,0.1915,1439.46,ACTIVE
15199,15199,2024-10-03,2206.72,0.2699,0.5767,1272.58,ACTIVE
15200,15200,2021-07-21,5233.68,0.2317,0.3388,1773.26,ACTIVE
15201,15201,2022-06-16,4480.42,0.2208,0.2541,1138.39,ACTIVE
15202,15202,2024-04-06,5114.96,0.2348,0.36,1841.52,ACTIVE
15203,15203,2016-09-15,4432.45,0.2366,0.2908,1288.89,ACTIVE
15204,15204,2015-05-24,6151.09,0.209,0.3187,1960.45,ACTIVE
15205,15205,2022-05-17,9098.26,0.2403,0.3649,3319.58,ACTIVE
15206,15206,2021-12-18,3570.26,0.2266,0.4116,1469.43,ACTIVE
15207,15207,2017-12-09,4795.66,0.2515,0.4304,2064.11,ACTIVE
15208,15208,2015-11-20,7879.65,0.167,0.1983,1562.54,ACTIVE
15209,15209,2022-03-18,4099.02,0.1984,0.4553,1866.38,ACTIVE
15210,15210,2018-05-08,5711.84,0.178,0.0828,472.81,ACTIVE
15211,15211,2024-11-02,3894.84,0.1981,0.182,708.91,ACTIVE
15212,15212,2019-07-02,3435.73,0.2488,0.4337,1490.15,ACTIVE
15213,15213,2015-04-24,4284.65,0.2008,0.2354,1008.41,ACTIVE
15214,15214,2020-04-27,9590.04,0.206,0.2401,2302.54,ACTIVE
15215,15215,2018-10-05,6011.38,0.2433,0.407,2446.74,ACTIVE
15216,15216,2018-04-08,5305.56,0.2194,0.761,4037.67,ACTIVE
15217,15217,2018-11-04,8299.86,0.2214,0.3697,3068.64,ACTIVE
15218,15218,2018-04-08,3038.41,0.196,0.5521,1677.52,ACTIVE
15219,15219,2016-04-18,4943.81,0.2051,0.2982,1474.38,CLOSED
15220,15220,2024-12-02,4000.03,0.2333,0.3535,1414.0,ACTIVE
15221,15221,2016-04-18,4185.39,0.2513,0.2246,940.05,ACTIVE
15222,15222,2016-02-18,4624.18,0.1846,0.2962,1369.66,ACTIVE
15223,15223,2016-02-18,12171.36,0.166,0.1647,2005.05,ACTIVE
15224,15224,2021-05-22,3372.38,0.2791,0.5546,1870.33,ACTIVE
15225,15225,2019-05-03,4889.44,0.2517,0.345,1686.75,ACTIVE
15226,15226,2021-07-21,11186.49,0.1879,0.1691,1891.25,ACTIVE
15227,15227,2016-10-15,2239.38,0.321,0.6076,1360.7,ACTIVE
15228,15228,2021-01-22,7714.61,0.2349,0.3363,2594.74,ACTIVE
15229,15229,2021-12-18,5626.63,0.2422,0.4703,2646.34,ACTIVE
15230,15230,2018-04-08,4860.42,0.2517,0.3437,1670.35,ACTIVE
15231,15231,2024-08-04,5748.76,0.2136,0.4251,2444.05,ACTIVE
15232,15232,2021-04-22,9714.64,0.1817,0.3276,3182.69,ACTIVE
15233,15233,2023-01-12,9214.07,0.2231,0.4554,4195.71,ACTIVE
15234,15234,2021-05-22,4793.37,0.2333,0.2434,1166.51,ACTIVE
15235,15235,2020-08-25,5609.31,0.2411,0.2923,1639.87,ACTIVE
15236,15236,2024-06-05,8451.71,0.2206,0.1768,1493.97,ACTIVE
15237,15237,2016-07-17,6784.15,0.1944,0.3237,2195.79,ACTIVE
15238,15238,2020-12-23,8870.14,0.25,0.3608,3200.05,ACTIVE
15239,15239,2021-06-21,4796.95,0.2338,0.1857,890.73,ACTIVE
15240,15240,2023-08-10,3876.63,0.2291,0.1475,571.62,ACTIVE
15241,15241,2015-03-25,8478.21,0.2365,0.3335,2827.07,ACTIVE
15242,15242,2016-08-16,6244.38,0.2016,0.4076,2545.1,ACTIVE
15243,15243,2020-04-27,5353.91,0.2129,0.4114,2202.82,ACTIVE
15244,15244,2021-09-19,3057.99,0.2658,0.4625,1414.27,ACTIVE
15245,15245,2020-05-27,2870.56,0.2438,0.5439,1561.32,ACTIVE
15246,15246,2015-07-23,6139.02,0.2069,0.1636,1004.09,ACTIVE
15247,15247,2022-11-13,5741.94,0.2098,0.3817,2191.48,ACTIVE
15248,15248,2018-04-08,8957.22,0.2407,0.3297,2952.92,ACTIVE
15249,15249,2016-02-18,4122.38,0.2562,0.2168,893.66,ACTIVE
15250,15250,2017-08-11,3284.12,0.1936,0.2826,927.95,ACTIVE
15251,15251,2016-06-17,3696.67,0.2166,0.2758,1019.46,ACTIVE
15252,15252,2015-09-21,6308.58,0.2054,0.4005,2526.8,ACTIVE
15253,15253,2024-06-05,7507.66,0.219,0.4776,3585.49,ACTIVE
15254,15254,2022-09-14,8080.21,0.2178,0.3645,2945.52,ACTIVE
15255,15255,2023-08-10,3846.81,0.2349,0.1509,580.53,ACTIVE
15256,15256,2019-06-02,6005.64,0.2235,0.3726,2237.75,ACTIVE
15257,15257,2021-01-22,7014.93,0.2044,0.3016,2115.58,ACTIVE
15258,15258,2024-09-03,11957.05,0.1664,0.079,944.21,ACTIVE
15259,15259,2019-08-01,5543.17,0.2506,0.391,2167.5,ACTIVE
15260,15260,2024-01-07,5853.12,0.2278,0.4689,2744.76,ACTIVE
15261,15261,2021-01-22,5159.63,0.2507,0.4235,2184.87,ACTIVE
15262,15262,2021-06-21,2734.15,0.2683,0.562,1536.47,ACTIVE
15263,15263,2016-03-19,4964.78,0.2259,0.2725,1353.02,ACTIVE
15264,15264,2018-05-08,5395.52,0.2505,0.3951,2131.86,CLOSED
15265,15265,2018-12-04,9975.73,0.2248,0.0992,989.64,ACTIVE
15266,15266,2016-11-14,3703.1,0.1768,0.3017,1117.3,ACTIVE
15267,15267,2023-04-12,10524.36,0.1782,0.3053,3212.76,ACTIVE
15268,15268,2022-07-16,4298.4,0.2491,0.5589,2402.46,ACTIVE
15269,15269,2017-08-11,6286.29,0.1788,0.4249,2670.96,ACTIVE
15270,15270,2017-09-10,7525.72,0.2547,0.3382,2544.97,ACTIVE
15271,15271,2024-11-02,4145.5,0.2547,0.5518,2287.45,ACTIVE
15272,15272,2022-11-13,7164.46,0.2118,0.2328,1667.85,ACTIVE
15273,15273,2022-10-14,5459.76,0.1963,0.2612,1426.08,ACTIVE
15274,15274,2025-01-01,8936.51,0.221,0.4548,4064.22,ACTIVE
15275,15275,2018-07-07,3272.3,0.2302,0.4545,1487.29,ACTIVE
15276,15276,2024-07-05,8502.48,0.228,0.3299,2805.28,ACTIVE
15277,15277,2016-10-15,10352.63,0.1658,0.2801,2900.09,ACTIVE
15278,15278,2019-04-03,5826.02,0.2399,0.3975,2316.13,ACTIVE
15279,15279,2017-07-12,4660.03,0.2998,0.4448,2072.72,ACTIVE
15280,15280,2020-02-27,6989.82,0.1703,0.2495,1743.68,CLOSED
15281,15281,2015-06-23,3842.09,0.2385,0.3765,1446.53,ACTIVE
15282,15282,2022-05-17,7654.42,0.1765,0.3375,2583.07,ACTIVE
15283,15283,2019-08-01,4361.57,0.2065,0.2181,951.24,CLOSED
15284,15284,2025-01-01,4280.88,0.1779,0.2119,907.1,ACTIVE
15285,15285,2016-11-14,5065.76,0.2395,0.2558,1295.85,ACTIVE
15286,15286,2019-06-02,5237.04,0.25,0.6404,3353.66,ACTIVE
15287,15287,2023-04-12,4884.79,0.2491,0.4708,2299.65,ACTIVE
15288,15288,2016-12-14,6983.66,0.1883,0.2893,2020.69,ACTIVE
15289,15289,2015-04-24,3624.02,0.2137,0.2211,801.42,ACTIVE
15290,15290,2024-05-06,6977.82,0.2203,0.3041,2121.91,ACTIVE
15291,15291,2016-09-15,5397.47,0.2349,0.571,3082.05,ACTIVE
15292,15292,2017-10-10,4348.15,0.2745,0.4229,1838.8,ACTIVE
15293,15293,2021-07-21,3183.67,0.2952,0.5068,1613.5,ACTIVE
15294,15294,2018-10-05,5409.88,0.2604,0.4518,2443.93,ACTIVE
15295,15295,2017-04-13,5867.42,0.2292,0.3191,1872.55,ACTIVE
15296,15296,2020-04-27,11139.64,0.2001,0.2837,3160.16,ACTIVE
15297,15297,2018-07-07,6097.75,0.1964,0.3568,2175.69,ACTIVE
15298,15298,2024-08-04,2864.09,0.2265,0.4501,1289.2,ACTIVE
15299,15299,2015-11-20,3299.34,0.2511,0.3574,1179.04,ACTIVE
15300,15300,2015-12-20,4234.87,0.2096,0.2124,899.28,ACTIVE
15301,15301,2022-12-13,3536.91,0.2486,0.5267,1862.82,ACTIVE
15302,15302,2020-04-27,3553.36,0.2714,0.417,1481.76,ACTIVE
15303,15303,2022-09-14,5983.86,0.2159,0.3785,2264.77,ACTIVE
15304,15304,2021-02-21,3674.5,0.2816,0.5,1837.13,ACTIVE
15305,15305,2022-04-17,9172.52,0.2434,0.2642,2423.41,ACTIVE
15306,15306,2016-07-17,3076.81,0.2378,0.4875,1499.93,ACTIVE
15307,15307,2018-03-09,4472.28,0.2595,0.5387,2409.01,ACTIVE
15308,15308,2016-09-15,3582.63,0.2295,0.4172,1494.83,ACTIVE
15309,15309,2017-03-14,4894.95,0.2405,0.3789,1854.92,ACTIVE
